iter	Passed	Remaining
1497	363915	2065428
1498	364182	2065318
1499	364432	2065119
1500	364721	2065136
1501	364974	2064950
1502	365229	2064774
1503	365448	2064395
1504	365683	2064109
1505	365931	2063893
1506	366147	2063500
1507	366422	2063433
1508	366647	2063093
1509	366868	2062725
1510	367092	2062376
1511	367343	2062175
1512	367616	2062101
1513	367853	2061823
1514	368096	2061580
1515	368357	2061441
1516	368618	2061296
1517	368855	2061024
1518	369133	2060975
1519	369367	2060679
1520	369617	2060476
1521	369844	2060143
1522	370073	2059826
1523	370315	2059576
1524	370550	2059290
1525	370758	2058852
1526	370973	2058450
1527	371219	2058228
1528	371461	2057976
1529	371716	2057805
1530	371963	2057584
1531	372203	2057322
1532	372453	2057117
1533	372727	2057050
1534	372956	2056725
1535	373216	2056577
1536	373458	2056327
1537	373696	2056059
1538	373932	2055778
1539	374176	2055539
1540	374418	2055290
1541	374699	2055259
1542	374930	2054950
1543	375206	2054886
1544	375451	2054652
1545	375678	2054326
1546	375918	2054067
1547	376137	2053690
1548	376367	2053379
1549	376578	2052958
1550	376815	2052686
1551	377040	2052345
1552	377370	2052574
1553	377565	2052073
1554	377809	2051835
1555	378050	2051582
1556	378287	2051306
1557	378505	2050926
1558	378768	2050794
1559	378970	2050329
1560	379185	2049934
1561	379494	2050046
1562	379806	2050177
1563	380157	2050515
1564	380400	2050274
1565	380616	2049882
1566	380862	2049656
1567	381092	2049346
1568	381377	2049325
1569	381631	2049143
1570	381887	2048968
1571	382255	2049395
1572	382583	2049606
1573	382881	2049658
1574	383201	2049824
1575	383475	2049743
1576	383851	2050211
1577	384168	2050360
1578	384450	2050322
1579	384880	2051072
1580	385201	2051242
1581	385438	2050961
1582	385632	2050452
1583	385825	2049940
1584	386035	2049517
1585	386251	2049127
1586	386458	2048693
1587	386670	2048279
1588	387028	2048643
1589	387410	2049135
1590	387743	2049360
1591	388047	2049439
1592	388422	2049884
1593	388617	2049382
1594	388967	2049701
1595	389176	2049274
1596	389394	2048895
1597	389637	2048643
1598	389838	2048175
1599	390071	2047876
1600	390288	2047491
1601	390517	2047169
1602	390714	2046680
1603	390923	2046257
1604	391132	2045828
1605	391330	2045349
1606	391522	2044835
1607	391732	2044417
1608	391938	2043975
1609	392141	2043518
1610	392360	2043149
1611	392589	2042828
1612	392803	2042429
1613	392990	2041896
1614	393195	2041452
1615	393430	2041164
1616	393664	2040870
1617	393888	2040525
1618	394109	2040168
1619	394294	2039624
1620	394518	2039276
1621	394735	2038896
1622	394972	2038623
1623	395188	2038239
1624	395428	2037979
1625	395662	2037683
1626	395901	2037422
1627	396128	2037094
1628	396323	2036601
1629	396524	2036142
1630	396762	2035870
1631	396980	2035500
1632	397184	2035051
1633	397387	2034602
1634	397589	2034150
1635	397795	2033719
1636	398015	2033355
1637	398247	2033054
1638	398469	2032706
1639	398661	2032203
1640	398889	2031882
1641	399101	2031480
1642	399292	2030974
1643	399534	2030726
1644	399758	2030384
1645	400041	2030343
1646	400267	2030013
1647	400487	2029654
1648	400693	2029224
1649	400921	2028903
1650	401124	2028459
1651	401344	2028099
1652	401592	2027883
1653	401797	2027450
1654	401989	2026949
1655	402177	2026432
1656	402383	2026003
1657	402603	2025644
1658	402827	2025308
1659	403028	2024854
1660	403228	2024397
1661	403455	2024073
1662	403654	2023613
1663	403866	2023216
1664	404087	2022865
1665	404299	2022467
1666	404490	2021966
1667	404702	2021569
1668	404913	2021168
1669	405124	2020768
1670	405320	2020294
1671	405527	2019877
1672	405770	2019633
1673	405974	2019201
1674	406192	2018839
1675	406410	2018474
1676	406634	2018139
1677	406857	2017801
1678	407059	2017358
1679	407293	2017070
1680	407480	2016557
1681	407705	2016225
1682	407917	2015833
1683	408145	2015520
1684	408358	2015133
1685	408557	2014676
1686	408765	2014265
1687	408944	2013713
1688	409164	2013358
1689	409415	2013161
1690	409632	2012796
1691	409819	2012282
1692	410040	2011933
1693	410263	2011596
1694	410469	2011177
1695	410664	2010707
1696	410841	2010145
1697	411045	2009715
1698	411251	2009296
1699	411473	2008959
1700	411718	2008730
1701	411958	2008480
1702	412202	2008245
1703	412430	2007938
1704	412675	2007710
1705	413168	2008684
1706	413553	2009138
1707	413939	2009593
1708	414312	2009984
1709	414656	2010234
1710	414925	2010120
1711	415308	2010557
1712	415597	2010539
1713	415909	2010636
1714	416135	2010311
1715	416341	2009888
1716	416570	2009584
1717	416830	2009424
1718	417193	2009759
1719	417417	2009428
1720	417778	2009753
1721	417973	2009281
1722	418188	2008904
1723	418398	2008504
1724	418608	2008105
1725	418808	2007661
1726	419008	2007212
1727	419231	2006877
1728	419426	2006408
1729	419616	2005913
1730	419814	2005458
1731	420028	2005079
1732	420231	2004645
1733	420454	2004309
1734	420667	2003929
1735	420876	2003525
1736	421054	2002978
1737	421267	2002598
1738	421474	2002186
1739	421709	2001906
1740	421930	2001562
1741	422150	2001218
1742	422373	2000880
1743	422572	2000436
1744	422789	2000071
1745	422997	1999669
1746	423250	1999478
1747	423466	1999112
1748	423666	1998669
1749	423868	1998238
1750	424086	1997879
1751	424318	1997589
1752	424527	1997193
1753	424742	1996824
1754	424941	1996379
1755	425142	1995942
1756	425342	1995503
1757	425682	1995721
1758	426122	1996403
1759	426466	1996638
1760	426660	1996170
1761	426881	1995830
1762	427182	1995862
1763	427626	1996561
1764	427898	1996455
1765	428245	1996701
1766	428553	1996763
1767	428916	1997083
1768	429124	1996676
1769	429447	1996809
1770	429838	1997254
1771	430166	1997411
1772	430578	1997953
1773	430868	1997928
1774	431231	1998242
1775	431455	1997911
1776	431749	1997904
1777	432144	1998366
1778	432552	1998883
1779	432901	1999128
1780	433227	1999269
1781	433489	1999113
1782	433703	1998735
1783	433921	1998375
1784	434161	1998116
1785	434388	1997797
1786	434604	1997431
1787	434829	1997102
1788	435068	1996842
1789	435280	1996453
1790	435485	1996033
1791	435658	1995471
1792	435862	1995049
1793	436082	1994702
1794	436308	1994379
1795	436521	1994000
1796	436706	1993491
1797	436911	1993075
1798	437111	1992634
1799	437319	1992231
1800	437515	1991774
1801	437704	1991288
1802	437892	1990794
1803	438099	1990388
1804	438314	1990019
1805	438526	1989638
1806	438723	1989189
1807	438926	1988763
1808	439149	1988431
1809	439360	1988045
1810	439568	1987645
1811	439785	1987288
1812	439995	1986897
1813	440173	1986362
1814	440359	1985864
1815	440560	1985431
1816	440761	1985003
1817	440972	1984618
1818	441162	1984139
1819	441343	1983620
1820	441508	1983030
1821	441679	1982464
1822	441867	1981978
1823	442039	1981423
1824	442226	1980930
1825	442419	1980470
1826	442622	1980050
1827	442809	1979562
1828	442985	1979025
1829	443193	1978627
1830	443396	1978210
1831	443593	1977769
1832	443773	1977247
1833	443957	1976747
1834	444163	1976346
1835	444381	1975996
1836	444583	1975577
1837	444785	1975157
1838	444989	1974746
1839	445191	1974328
1840	445404	1973958
1841	445638	1973680
1842	445908	1973563
1843	446187	1973484
1844	446447	1973322
1845	446660	1972951
1846	446895	1972678
1847	447076	1972170
1848	447290	1971805
1849	447514	1971481
1850	447732	1971135
1851	447961	1970836
1852	448438	1971630
1853	448830	1972047
1854	449301	1972809
1855	449725	1973362
1856	449961	1973095
1857	450166	1972686
1858	450369	1972275
1859	450581	1971898
1860	450774	1971440
1861	450958	1970944
1862	451174	1970588
1863	451402	1970286
1864	451598	1969842
1865	451787	1969367
1866	451980	1968912
1867	452174	1968459
1868	452379	1968058
1869	452608	1967755
1870	452796	1967279
1871	452983	1966798
1872	453220	1966534
1873	453452	1966252
1874	453656	1965842
1875	453869	1965476
1876	454042	1964939
1877	454247	1964537
1878	454443	1964094
1879	454643	1963673
1880	454849	1963274
1881	455047	1962845
1882	455256	1962462
1883	455466	1962082
1884	455674	1961698
1885	455861	1961218
1886	456046	1960733
1887	456241	1960290
1888	456446	1959892
1889	456680	1959618
1890	456877	1959185
1891	457096	1958848
1892	457334	1958589
1893	457544	1958214
1894	457777	1957936
1895	458230	1958595
1896	458670	1959204
1897	458906	1958937
1898	459120	1958574
1899	459366	1958350
1900	459574	1957964
1901	459789	1957610
1902	460023	1957336
1903	460297	1957231
1904	460479	1956735
1905	460668	1956270
1906	460867	1955848
1907	461077	1955469
1908	461301	1955154
1909	461539	1954898
1910	461804	1954755
1911	462012	1954372
1912	462216	1953968
1913	462447	1953684
1914	462652	1953287
1915	462865	1952927
1916	463062	1952496
1917	463272	1952120
1918	463469	1951693
1919	463686	1951346
1920	463891	1950951
1921	464129	1950696
1922	464319	1950237
1923	464532	1949879
1924	464723	1949426
1925	464928	1949029
1926	465142	1948675
1927	465341	1948254
1928	465578	1947993
1929	465808	1947707
1930	466000	1947259
1931	466182	1946771
1932	466377	1946334
1933	466587	1945964
1934	466798	1945595
1935	467014	1945252
1936	467227	1944893
1937	467442	1944542
1938	467658	1944196
1939	467863	1943803
1940	468075	1943442
1941	468274	1943027
1942	468471	1942602
1943	468672	1942193
1944	468882	1941824
1945	469097	1941473
1946	469298	1941068
1947	469520	1940748
1948	469701	1940257
1949	469900	1939845
1950	470116	1939500
1951	470317	1939097
1952	470496	1938598
1953	470704	1938223
1954	470904	1937816
1955	471109	1937427
1956	471323	1937073
1957	471557	1936804
1958	471749	1936363
1959	471954	1935975
1960	472172	1935641
1961	472365	1935207
1962	472575	1934837
1963	472776	1934435
1964	472967	1933991
1965	473182	1933645
1966	473368	1933182
1967	473599	1932903
1968	473814	1932555
1969	474023	1932188
1970	474233	1931821
1971	474456	1931509
1972	474672	1931168
1973	474881	1930798
1974	475087	1930419
1975	475307	1930095
1976	475550	1929864
1977	475773	1929553
1978	475973	1929147
1979	476184	1928786
1980	476405	1928466
1981	476638	1928195
1982	476891	1928008
1983	477212	1928091
1984	477640	1928609
1985	478318	1930131
1986	478771	1930749
1987	479378	1931982
1988	479896	1932854
1989	480329	1933385
1990	480607	1933292
1991	480891	1933222
1992	481104	1932867
1993	481365	1932702
1994	481594	1932411
1995	481819	1932104
1996	482260	1932663
1997	482549	1932611
1998	482897	1932798
1999	483163	1932655
2000	483536	1932938
2001	483800	1932785
2002	484013	1932428
2003	484263	1932219
2004	484490	1931922
2005	484730	1931674
2006	484992	1931514
2007	485201	1931141
2008	485400	1930729
2009	485634	1930457
2010	485906	1930335
2011	486139	1930062
2012	486390	1929854
2013	486613	1929540
2014	486855	1929301
2015	487176	1929375
2016	487438	1929213
2017	487691	1929015
2018	488020	1929120
2019	488435	1929561
2020	488670	1929292
2021	488965	1929263
2022	489238	1929143
2023	489589	1929329
2024	489832	1929094
2025	490144	1929126
2026	490427	1929045
2027	490647	1928716
2028	490873	1928413
2029	491096	1928097
2030	491348	1927896
2031	491611	1927738
2032	491835	1927424
2033	492218	1927735
2034	492425	1927354
2035	492704	1927260
2036	492941	1926998
2037	493148	1926619
2038	493369	1926294
2039	493574	1925909
2040	493818	1925676
2041	494072	1925481
2042	494413	1925623
2043	494671	1925443
2044	494967	1925411
2045	495367	1925784
2046	495682	1925823
2047	496032	1926000
2048	496335	1925994
2049	496786	1926561
2050	497093	1926570
2051	497337	1926335
2052	497568	1926046
2053	497813	1925816
2054	498074	1925645
2055	498330	1925455
2056	498693	1925680
2057	499035	1925820
2058	499292	1925633
2059	499585	1925585
2060	499820	1925316
2061	500081	1925142
2062	500414	1925249
2063	500762	1925412
2064	501125	1925630
2065	501581	1926209
2066	501825	1925968
2067	502115	1925911
2068	502345	1925615
2069	502635	1925554
2070	503009	1925813
2071	503247	1925551
2072	503501	1925351
2073	503766	1925192
2074	504056	1925130
2075	504343	1925056
2076	504775	1925533
2077	505236	1926123
2078	505572	1926233
2079	505903	1926325
2080	506195	1926265
2081	506603	1926649
2082	506834	1926361
2083	507065	1926070
2084	507342	1925953
2085	507579	1925688
2086	507803	1925371
2087	508070	1925218
2088	508322	1925005
2089	508560	1924744
2090	508975	1925147
2091	509260	1925062
2092	509547	1924982
2093	509989	1925492
2094	510414	1925930
2095	510821	1926304
2096	511204	1926586
2097	511631	1927032
2098	511928	1926989
2099	512277	1927139
2100	512488	1926772
2101	512760	1926633
2102	513023	1926462
2103	513242	1926122
2104	513468	1925810
2105	513732	1925644
2106	513982	1925421
2107	514228	1925184
2108	514459	1924892
2109	514679	1924561
2110	514941	1924383
2111	515172	1924090
2112	515405	1923807
2113	515625	1923474
2114	515862	1923202
2115	516118	1923003
2116	516353	1922728
2117	516648	1922674
2118	516887	1922412
2119	517264	1922662
2120	517532	1922507
2121	517745	1922148
2122	518095	1922298
2123	518311	1921951
2124	518515	1921556
2125	518767	1921342
2126	519013	1921104
2127	519276	1920931
2128	519537	1920752
2129	519898	1920939
2130	520224	1920998
2131	520624	1921330
2132	520978	1921488
2133	521253	1921360
2134	521474	1921030
2135	521703	1920727
2136	521937	1920446
2137	522165	1920143
2138	522398	1919858
2139	522633	1919577
2140	522878	1919338
2141	523104	1919025
2142	523320	1918679
2143	523571	1918460
2144	523834	1918285
2145	524059	1917971
2146	524293	1917687
2147	524680	1917966
2148	524984	1917940
2149	525246	1917760
2150	525573	1917818
2151	525901	1917879
2152	526175	1917742
2153	526520	1917863
2154	526853	1917943
2155	527176	1917984
2156	527442	1917815
2157	527693	1917597
2158	527970	1917470
2159	528227	1917269
2160	528460	1916985
2161	528715	1916777
2162	528995	1916659
