iter	Passed	Remaining
369	86396	2248644
370	86634	2248515
371	86847	2247774
372	87085	2247637
373	87327	2247641
374	87541	2246893
375	87777	2246741
376	87982	2245772
377	88201	2245161
378	88433	2244909
379	88650	2244260
380	88875	2243805
381	89130	2244135
382	89348	2243507
383	89576	2243146
384	89805	2242810
385	90025	2242246
386	90242	2241595
387	90508	2242179
388	90738	2241868
389	90963	2241432
390	91175	2240689
391	91384	2239856
392	91628	2239886
393	91854	2239469
394	92068	2238768
395	92317	2238929
396	92549	2238680
397	92765	2238014
398	92993	2237677
399	93225	2237420
400	93481	2237720
401	93717	2237551
402	93963	2237648
403	94154	2236407
404	94365	2235650
405	94607	2235628
406	94817	2234843
407	95020	2233922
408	95215	2232788
409	95409	2231658
410	95608	2230627
411	95852	2230656
412	96085	2230446
413	96304	2229888
414	96528	2229462
415	96762	2229260
416	96991	2228939
417	97246	2229231
418	97462	2228610
419	97674	2227910
420	97936	2228336
421	98179	2228352
422	98426	2228430
423	98632	2227609
424	98865	2227386
425	99089	2226955
426	99325	2226803
427	99562	2226674
428	99789	2226311
429	100053	2226761
430	100262	2226014
431	100483	2225524
432	100714	2225247
433	100953	2225161
434	101182	2224854
435	101382	2223906
436	101607	2223505
437	102006	2226900
438	102247	2226853
439	102494	2226924
440	102765	2227513
441	102989	2227099
442	103216	2226733
443	103422	2225907
444	103635	2225254
445	103847	2224573
446	104141	2225649
447	104356	2225019
448	104587	2224751
449	105029	2228953
450	105503	2233812
451	105931	2237688
452	106403	2242455
453	106672	2242947
454	107004	2244746
455	107294	2245656
456	107514	2245109
457	107708	2244010
458	107921	2243301
459	108118	2242293
460	108353	2242041
461	108564	2241313
462	108779	2240672
463	109010	2240361
464	109235	2239906
465	109440	2239070
466	109670	2238731
467	109891	2238219
468	110119	2237837
469	110346	2237445
470	110630	2238203
471	110883	2238351
472	111171	2239171
473	111482	2240463
474	111750	2240892
475	111994	2240826
476	112419	2244373
477	112671	2244467
478	112993	2245951
479	113319	2247508
480	113885	2253802
481	114147	2254061
482	114397	2254089
483	114678	2254720
484	115221	2260480
485	115574	2262494
486	116049	2266904
487	116583	2272421
488	116925	2274194
489	117321	2276986
490	117637	2278238
491	118065	2281645
492	118517	2285497
493	118877	2287553
494	119187	2288636
495	119564	2291010
496	119952	2293582
497	120350	2296327
498	120680	2297760
499	121089	2300701
500	121501	2303680
501	121723	2303052
502	121936	2302253
503	122169	2301823
504	122431	2301961
505	122652	2301310
506	122867	2300554
507	123116	2300429
508	123325	2299574
509	123580	2299571
510	123828	2299428
511	124115	2300017
512	124373	2300056
513	124621	2299927
514	124907	2300475
515	125162	2300473
516	125412	2300367
517	125655	2300133
518	125895	2299835
519	126241	2301472
520	126499	2301522
521	126796	2302254
522	127106	2303220
523	127469	2305162
524	127776	2306066
525	128047	2306315
526	128374	2307572
527	128628	2307520
528	128908	2307925
529	129292	2310181
530	129694	2312755
531	130048	2314464
532	130397	2316091
533	130676	2316455
534	131044	2318384
535	131329	2318844
536	131816	2322862
537	132268	2326251
538	132725	2329717
539	133146	2332522
540	133553	2335085
541	133813	2335073
542	134078	2335146
543	134392	2336060
544	134640	2335823
545	134890	2335626
546	135111	2334942
547	135319	2334011
548	135546	2333426
549	135794	2333191
550	136027	2332719
551	136265	2332308
552	136474	2331413
553	136687	2330593
554	136905	2329862
555	137119	2329063
556	137347	2328497
557	137539	2327327
558	137786	2327091
559	138034	2326868
560	138280	2326615
561	138531	2326444
562	138783	2326282
563	139192	2328752
564	139407	2327990
565	139643	2327562
566	139893	2327361
567	140112	2326649
568	140305	2325512
569	140492	2324281
570	140704	2323477
571	140907	2322516
572	141111	2321559
573	141319	2320687
574	141490	2319210
575	141695	2318294
576	141910	2317550
577	142158	2317325
578	142384	2316759
579	142589	2315844
580	142869	2316159
581	143086	2315444
582	143287	2314477
583	143491	2313552
584	143703	2312765
585	143918	2312027
586	144130	2311248
587	144303	2309842
588	144526	2309234
589	144746	2308591
590	144986	2308249
591	145219	2307808
592	145439	2307173
593	145662	2306562
594	145884	2305956
595	146124	2305629
596	146327	2304721
597	146517	2303605
598	146707	2302495
599	146911	2301616
600	147133	2301017
601	147331	2300039
602	147564	2299601
603	147747	2298401
604	147976	2297915
605	148224	2297722
606	148463	2297397
607	148664	2296472
608	148872	2295673
609	149076	2294805
610	149282	2293965
611	149498	2293282
612	149684	2292147
613	149885	2291244
614	150099	2290536
615	150315	2289874
616	150608	2290365
617	150996	2292319
618	151393	2294384
619	151731	2295545
620	152079	2296868
621	152328	2296678
622	152588	2296665
623	152915	2297658
624	153139	2297085
625	153349	2296320
626	153543	2295317
627	153764	2294717
628	153976	2293978
629	154192	2293305
630	154414	2292723
631	154602	2291636
632	154857	2291546
633	155064	2290745
634	155246	2289574
635	155450	2288738
636	155689	2288411
637	155925	2288049
638	156137	2287324
639	156337	2286440
640	156546	2285681
641	156750	2284845
642	156961	2284116
643	157170	2283366
644	157368	2282447
645	157597	2281988
646	157800	2281155
647	158023	2280616
648	158261	2280276
649	158450	2279253
650	158690	2278951
651	158888	2278055
652	159103	2277398
653	159339	2277040
654	159734	2278960
655	159989	2278877
656	160462	2281891
657	160927	2284783
658	161313	2286534
659	161694	2288216
660	162029	2289255
661	162369	2290340
662	162715	2291521
663	162999	2291815
664	163426	2294120
665	163774	2295299
666	164104	2296232
667	164560	2298918
668	164827	2298960
669	165055	2298465
670	165330	2298613
671	165600	2298687
672	165840	2298360
673	166156	2299072
674	166400	2298794
675	166658	2298705
676	167063	2300645
677	167290	2300123
678	167518	2299614
679	168055	2303346
680	168503	2305856
681	168959	2308445
682	169568	2313135
683	169827	2313036
684	170359	2316646
685	170835	2319472
686	171277	2321844
687	171531	2321659
688	171996	2324321
689	172224	2323784
690	172487	2323719
691	172860	2325120
692	173078	2324440
693	173296	2323767
694	173527	2323265
695	173716	2322205
696	173903	2321125
697	174113	2320353
698	174317	2319496
699	174541	2318909
700	174749	2318107
701	174970	2317491
702	175186	2316794
703	175393	2315987
704	175610	2315318
705	175817	2314512
706	176033	2313826
707	176369	2314727
708	176796	2316803
709	177012	2316115
710	177206	2315143
711	177389	2314029
712	177600	2313291
713	178050	2315655
714	178424	2317021
715	178800	2318407
716	179202	2320136
717	179628	2322156
718	180077	2324479
719	180629	2328112
720	180921	2328391
721	181105	2327282
722	181330	2326693
723	181561	2326188
724	181865	2326617
725	182067	2325752
726	182300	2325268
727	182493	2324280
728	182874	2325687
729	183261	2327169
730	183659	2328783
731	183970	2329283
732	184200	2328764
733	184434	2328297
734	184734	2328665
735	184945	2327904
736	185424	2330505
737	185740	2331067
738	185963	2330459
739	186395	2332456
740	186662	2332396
741	187079	2334205
742	187354	2334242
743	187839	2336883
744	188195	2337913
745	188776	2341735
746	189051	2341755
747	189499	2343917
748	189743	2343544
749	190135	2345001
750	190427	2345231
751	190663	2344761
752	190900	2344295
753	191269	2345460
754	191585	2345971
755	191824	2345537
756	192238	2347240
757	192542	2347601
758	192764	2346948
759	192969	2346106
760	193167	2345175
761	193384	2344465
762	193617	2343963
763	193827	2343179
764	194026	2342265
765	194233	2341452
766	194442	2340662
767	194671	2340108
768	194875	2339269
769	195089	2338538
770	195312	2337927
771	195556	2337559
772	195760	2336719
773	195962	2335856
774	196213	2335576
775	196400	2334537
776	196598	2333622
777	196791	2332665
778	196989	2331753
779	197207	2331096
780	197418	2330347
781	197623	2329534
782	197821	2328633
783	198044	2328038
784	198254	2327274
785	198476	2326674
786	198691	2325981
787	198901	2325223
788	199097	2324315
789	199319	2323713
790	199561	2323345
791	199786	2322770
792	199988	2321940
793	200184	2321027
794	200381	2320145
795	200602	2319533
796	200798	2318634
797	201007	2317887
798	201196	2316908
799	201424	2316384
800	201827	2317869
801	202073	2317547
802	202512	2319437
803	202990	2321771
804	203408	2323399
805	203625	2322742
806	204055	2324510
807	204413	2325459
808	204764	2326313
809	205064	2326599
810	205437	2327701
811	205654	2327040
812	205933	2327075
813	206541	2330824
814	206943	2332237
815	207347	2333678
816	207578	2333166
817	207796	2332507
818	208014	2331847
819	208227	2331128
820	208439	2330412
821	208648	2329657
822	208840	2328708
823	209030	2327749
824	209229	2326882
825	209444	2326199
826	209653	2325455
827	209856	2324637
828	210062	2323862
829	210253	2322924
830	210480	2322375
831	210721	2321992
832	210941	2321367
833	211151	2320638
834	211364	2319946
835	211583	2319322
836	211770	2318338
837	211995	2317781
838	212207	2317085
839	212446	2316681
840	212650	2315889
841	212881	2315404
842	213130	2315112
843	213338	2314367
844	213565	2313836
845	213765	2313016
846	214003	2312601
847	214238	2312154
848	214456	2311527
849	214681	2310981
850	214922	2310605
851	215126	2309829
852	215323	2308983
853	215549	2308448
854	215784	2308016
855	216002	2307391
856	216210	2306663
857	216404	2305797
858	216631	2305272
859	216852	2304686
860	217093	2304319
861	217325	2303849
862	217524	2303037
863	217741	2302410
864	217962	2301830
865	218175	2301173
866	218388	2300511
867	218597	2299803
868	218802	2299060
869	219041	2298676
870	219220	2297667
871	219432	2296995
872	219667	2296567
873	219884	2295961
874	220090	2295230
875	220331	2294864
876	220549	2294265
877	220743	2293416
878	220939	2292592
879	221137	2291792
880	221346	2291097
881	221566	2290524
882	221746	2289541
883	221947	2288772
884	222139	2287912
885	222318	2286920
886	222519	2286160
887	222720	2285398
888	222910	2284522
889	223103	2283676
890	223307	2282946
891	223495	2282060
892	223696	2281300
893	223901	2280590
894	224107	2279885
895	224270	2278751
896	224478	2278068
897	224706	2277594
898	224896	2276733
899	225113	2276152
900	225312	2275377
901	225516	2274669
902	225713	2273886
903	225920	2273203
904	226108	2272330
905	226300	2271499
906	226516	2270905
907	226715	2270146
908	226901	2269267
909	227116	2268670
910	227349	2268254
911	227546	2267478
912	227762	2266901
913	227968	2266221
914	228204	2265830
915	228412	2265170
916	228606	2264372
917	228779	2263372
918	228984	2262685
919	229189	2262002
920	229388	2261260
921	229599	2260636
922	229774	2259660
923	229983	2259018
924	230189	2258343
925	230393	2257659
926	230586	2256866
927	230788	2256160
928	231003	2255576
929	231203	2254854
930	231402	2254121
931	231619	2253573
932	231829	2252941
933	232017	2252106
934	232239	2251608
935	232456	2251048
936	232664	2250413
937	232845	2249517
938	233041	2248764
939	233260	2248233
940	233481	2247726
941	233708	2247272
942	233916	2246638
943	234114	2245913
944	234314	2245204
945	234523	2244587
946	234728	2243929
947	234938	2243311
948	235169	2242909
949	235368	2242195
950	235573	2241543
951	235791	2241007
952	236016	2240547
953	236230	2239975
954	236459	2239553
955	236695	2239200
956	236876	2238319
957	237091	2237767
958	237310	2237249
959	237523	2236679
960	237715	2235908
961	237899	2235064
962	238109	2234469
963	238320	2233881
964	238520	2233192
965	238701	2232332
966	238905	2231677
967	239107	2231010
968	239312	2230377
969	239519	2229756
970	239838	2230175
971	240234	2231315
972	240642	2232559
973	240976	2233118
974	241250	2233109
975	241504	2232927
976	241804	2233162
977	241989	2232341
978	242217	2231914
979	242411	2231174
980	242611	2230496
981	242832	2230004
982	243043	2229420
983	243277	2229052
984	243474	2228346
985	243654	2227490
986	243860	2226860
987	244066	2226244
988	244263	2225540
989	244475	2224973
990	244675	2224303
991	244898	2223833
992	245117	2223338
993	245327	2222760
994	245540	2222203
995	245748	2221607
996	245956	2221005
997	246189	2220636
998	246399	2220059
999	246609	2219483
1000	246830	2219004
1001	247058	2218595
1002	247258	2217929
1003	247454	2217231
1004	247682	2216822
1005	247887	2216206
1006	248126	2215890
1007	248338	2215340
1008	248531	2214613
1009	248706	2213729
1010	248892	2212951
1011	249124	2212578
1012	249345	2212109
1013	249528	2211304
1014	249709	2210481
1015	249939	2210097
1016	250161	2209640
1017	250365	2209016
1018	250550	2208234
1019	250729	2207405
1020	250930	2206764
1021	251123	2206051
1022	251319	2205375
1023	251563	2205112
1024	251792	2204716
1025	251988	2204036
1026	252199	2203493
1027	252432	2203134
1028	252634	2202510
1029	252848	2201988
1030	253044	2201317
1031	253280	2200987
1032	253505	2200565
1033	253722	2200074
1034	253961	2199771
1035	254160	2199128
1036	254364	2198520
1037	254550	2197770
1038	254768	2197283
1039	254952	2196518
1040	255155	2195908
1041	255338	2195124
1042	255543	2194537
1043	255744	2193917
1044	255932	2193180
1045	256128	2192520
1046	256326	2191875
1047	256538	2191349
1048	256757	2190879
1049	256974	2190404
1050	257174	2189774
1051	257361	2189037
1052	257572	2188507
1053	257790	2188042
1054	257996	2187472
1055	258185	2186753
1056	258381	2186099
1057	258576	2185432
1058	258778	2184832
1059	258994	2184349
1060	259228	2184016
1061	259417	2183310
1062	259598	2182533
1063	259808	2181998
1064	260002	2181336
1065	260189	2180609
1066	260385	2179969
1067	260586	2179361
1068	260777	2178676
1069	260976	2178055
1070	261194	2177594
1071	261410	2177122
1072	261624	2176629
1073	261856	2176286
1074	262061	2175716
1075	262251	2175033
1076	262478	2174651
1077	262671	2173987
1078	262884	2173484
1079	263106	2173064
1080	263319	2172564
1081	263523	2171997
1082	263717	2171350
1083	263927	2170824
1084	264150	2170412
1085	264358	2169881
1086	264566	2169351
1087	264757	2168675
1088	265001	2168434
1089	265212	2167925
1090	265426	2167443
1091	265638	2166944
1092	265875	2166657
1093	266098	2166243
1094	266303	2165690
1095	266531	2165325
1096	266744	2164836
1097	266964	2164409
1098	267191	2164029
1099	267397	2163489
1100	267609	2162993
1101	267809	2162403
1102	268035	2162026
1103	268276	2161762
1104	268482	2161221
1105	268699	2160771
1106	268942	2160527
1107	269147	2159982
1108	269360	2159498
1109	269572	2159011
1110	269780	2158486
1111	269970	2157823
1112	270192	2157413
1113	270379	2156728
1114	270589	2156221
1115	270803	2155748
1116	271006	2155193
1117	271214	2154675
1118	271415	2154100
1119	271615	2153519
1120	271789	2152740
1121	271989	2152162
1122	272194	2151619
1123	272393	2151038
1124	272587	2150413
1125	272801	2149943
1126	273013	2149463
1127	273218	2148933
1128	273409	2148289
1129	273590	2147564
1130	273785	2146951
1131	273997	2146476
1132	274201	2145934
1133	274421	2145520
1134	274645	2145140
1135	274853	2144633
1136	275072	2144213
1137	275266	2143592
1138	275470	2143060
1139	275660	2142412
1140	275873	2141946
1141	276073	2141385
1142	276302	2141044
1143	276494	2140411
1144	276683	2139768
1145	276894	2139284
1146	277120	2138925
1147	277346	2138566
1148	277575	2138227
1149	277801	2137859
1150	277992	2137232
1151	278174	2136531
1152	278401	2136178
1153	278615	2135733
1154	278832	2135304
1155	279050	2134882
1156	279270	2134472
1157	279471	2133927
1158	279682	2133455
1159	279935	2133303
1160	280189	2133156
1161	280414	2132788
1162	280621	2132291
1163	280846	2131922
1164	281074	2131578
1165	281300	2131221
1166	281567	2131179
1167	281779	2130717
1168	281983	2130194
1169	282276	2130342
1170	282496	2129941
1171	282729	2129639
1172	282944	2129197
1173	283140	2128616
1174	283333	2128016
1175	283543	2127542
1176	283751	2127049
1177	283969	2126636
1178	284175	2126134
1179	284383	2125648
1180	284586	2125123
1181	284807	2124729
1182	285034	2124389
1183	285250	2123956
1184	285495	2123752
1185	285725	2123426
1186	285964	2123173
1187	286174	2122702
1188	286485	2122978
1189	287006	2124814
1190	287317	2125088
1191	287708	2125953
1192	288281	2128159
1193	288834	2130211
1194	289314	2131724
1195	289793	2133230
1196	290411	2135750
1197	290613	2135209
1198	290808	2134613
1199	291039	2134286
1200	291255	2133853
1201	291482	2133497
1202	291673	2132880
1203	291877	2132357
1204	292096	2131937
1205	292310	2131487
1206	292526	2131056
1207	292747	2130658
1208	292946	2130102
1209	293211	2130025
1210	293433	2129633
1211	293672	2129364
1212	293903	2129046
1213	294099	2128462
1214	294309	2127989
1215	294534	2127622
1216	294790	2127482
1217	295144	2128044
1218	295374	2127712
1219	295642	2127653
1220	296160	2129398
1221	296497	2129830
1222	296775	2129841
1223	297111	2130267
1224	297410	2130429
1225	297680	2130379
1226	297970	2130474
1227	298209	2130203
1228	298429	2129803
1229	298702	2129776
1230	298952	2129581
1231	299193	2129323
1232	299429	2129030
1233	299685	2128887
1234	299898	2128430
1235	300159	2128318
1236	300407	2128108
1237	300648	2127850
1238	300859	2127385
1239	301092	2127071
1240	301322	2126741
1241	301576	2126574
1242	301890	2126837
1243	302198	2127052
1244	302465	2126976
1245	302813	2127470
1246	303054	2127210
1247	303355	2127375
1248	303569	2126931
1249	303790	2126531
1250	304026	2126241
1251	304275	2126037
1252	304517	2125788
1253	304744	2125434
1254	305007	2125329
1255	305264	2125184
1256	305511	2124967
1257	305739	2124623
1258	305960	2124228
1259	306205	2123998
1260	306436	2123668
1261	306627	2123069
1262	306885	2122925
1263	307083	2122376
1264	307313	2122039
1265	307594	2122060
1266	307822	2121714
1267	308043	2121323
1268	308260	2120900
1269	308460	2120365
1270	308644	2119717
1271	308842	2119166
1272	309081	2118896
1273	309329	2118685
1274	309532	2118175
1275	309742	2117709
1276	309935	2117126
1277	310173	2116850
1278	310396	2116473
1279	310610	2116036
1280	310805	2115467
1281	311034	2115130
1282	311321	2115190
1283	311613	2115281
1284	311872	2115148
1285	312132	2115024
1286	312341	2114556
1287	312587	2114333
1288	312802	2113907
1289	313047	2113679
1290	313271	2113305
1291	313493	2112924
1292	313767	2112897
1293	314081	2113134
1294	314314	2112821
1295	314511	2112274
1296	314738	2111928
1297	314947	2111455
1298	315155	2110986
1299	315358	2110474
1300	315583	2110113
1301	315826	2109876
1302	316012	2109255
1303	316228	2108834
1304	316445	2108425
1305	316653	2107953
1306	316872	2107553
1307	317076	2107057
1308	317275	2106527
1309	317510	2106233
1310	317729	2105834
1311	317941	2105395
1312	318219	2105386
1313	318433	2104954
1314	318657	2104594
1315	318880	2104222
1316	319111	2103909
1317	319342	2103588
1318	319611	2103522
1319	319816	2103037
1320	320116	2103174
1321	320395	2103173
1322	320663	2103099
1323	320933	2103032
1324	321212	2103035
1325	321432	2102643
1326	321664	2102333
1327	321999	2102693
1328	322260	2102572
1329	322546	2102617
1330	322766	2102223
1331	322994	2101891
1332	323256	2101772
1333	323506	2101578
1334	323744	2101306
1335	323973	2100976
1336	324214	2100728
1337	324468	2100555
1338	324710	2100311
1339	324956	2100093
1340	325231	2100059
1341	325505	2100018
1342	325775	2099951
1343	326007	2099642
1344	326257	2099449
1345	326512	2099285
1346	326738	2098935
1347	326958	2098551
1348	327176	2098152
1349	327377	2097643
1350	327592	2097224
1351	327811	2096827
1352	328029	2096430
1353	328258	2096101
1354	328523	2096002
1355	328726	2095510
1356	328937	2095067
1357	329214	2095047
1358	329436	2094672
1359	329635	2094152
1360	329857	2093786
1361	330090	2093480
1362	330329	2093220
1363	330558	2092889
1364	330807	2092692
1365	331039	2092381
1366	331290	2092193
1367	331517	2091855
1368	331872	2092326
1369	332160	2092367
1370	332371	2091927
1371	332626	2091764
1372	332839	2091338
1373	333050	2090896
1374	333287	2090621
1375	333537	2090426
1376	333762	2090073
1377	334015	2089897
1378	334268	2089721
1379	334488	2089341
1380	334764	2089311
1381	334987	2088942
1382	335240	2088771
1383	335510	2088697
1384	335753	2088458
1385	335999	2088237
1386	336285	2088268
1387	336537	2088085
1388	336775	2087817
1389	337031	2087656
1390	337264	2087356
1391	337733	2088514
1392	338173	2089489
1393	338613	2090464
1394	339032	2091305
1395	339300	2091219
1396	339591	2091268
1397	339913	2091514
1398	340159	2091284
1399	340369	2090839
1400	340592	2090475
1401	340866	2090420
1402	341071	2089941
1403	341350	2089921
1404	341670	2090150
1405	341960	2090192
1406	342221	2090059
1407	342438	2089652
1408	342838	2090365
1409	343204	2090867
1410	343489	2090878
1411	343844	2091315
1412	344070	2090964
1413	344306	2090675
1414	344532	2090324
1415	344792	2090185
1416	345031	2089914
1417	345265	2089610
1418	345515	2089405
1419	345749	2089104
1420	345978	2088774
1421	346234	2088606
1422	346455	2088229
1423	346680	2087872
1424	346933	2087687
1425	347175	2087432
1426	347425	2087231
1427	347654	2086900
1428	347875	2086522
1429	348084	2086074
1430	348303	2085680
1431	348515	2085252
1432	348761	2085022
1433	348982	2084648
1434	349182	2084143
1435	349401	2083756
1436	349722	2083977
1437	350034	2084143
1438	350254	2083757
1439	350508	2083575
1440	350757	2083367
1441	350962	2082895
1442	351212	2082694
1443	351457	2082459
1444	351683	2082110
1445	351893	2081674
1446	352125	2081361
1447	352392	2081254
1448	352626	2080959
1449	352850	2080603
1450	353101	2080401
1451	353328	2080064
1452	353576	2079847
1453	353833	2079681
1454	354061	2079351
1455	354274	2078928
1456	354506	2078621
1457	354740	2078323
1458	354948	2077871
1459	355228	2077844
1460	355441	2077420
1461	355689	2077205
1462	355917	2076873
1463	356142	2076524
1464	356361	2076143
1465	356583	2075771
1466	356818	2075479
1467	357031	2075065
1468	357270	2074798
1469	357487	2074402
1470	357726	2074132
1471	357949	2073772
1472	358178	2073448
1473	358409	2073134
1474	358675	2073022
1475	358907	2072717
1476	359125	2072324
1477	359344	2071941
1478	359555	2071515
1479	359787	2071209
1480	360000	2070790
1481	360239	2070525
1482	360488	2070317
1483	360699	2069889
1484	360915	2069493
1485	361097	2068896
1486	361337	2068641
1487	361590	2068455
1488	361807	2068063
1489	362038	2067750
1490	362258	2067378
1491	362483	2067032
1492	362732	2066823
1493	362954	2066457
1494	363204	2066258
1495	363444	2065999
1496	363668	2065644
