iter	Logloss
1512	0.5873142008
1513	0.5872948965
1514	0.5872792502
1515	0.5872681999
1516	0.5872578904
1517	0.5872500884
1518	0.5872381824
1519	0.5872325705
1520	0.5872194808
1521	0.5872015668
1522	0.5871922546
1523	0.5871776121
1524	0.5871641396
1525	0.587154916
1526	0.5871388192
1527	0.5871273329
1528	0.5871123255
1529	0.5871059427
1530	0.5870855854
1531	0.587068707
1532	0.5870517527
1533	0.5870382813
1534	0.58703057
1535	0.587016024
1536	0.5870119268
1537	0.5869949668
1538	0.5869793502
1539	0.5869639781
1540	0.5869540864
1541	0.586943606
1542	0.5869292394
1543	0.5869153974
1544	0.5869041447
1545	0.5868916444
1546	0.5868767986
1547	0.5868648966
1548	0.5868496009
1549	0.5868469293
1550	0.5868414557
1551	0.5868296806
1552	0.5868164034
1553	0.5868105705
1554	0.5867978087
1555	0.5867890663
1556	0.5867769866
1557	0.5867528627
1558	0.586741941
1559	0.5867300248
1560	0.5867169757
1561	0.5867065345
1562	0.5866979964
1563	0.5866873016
1564	0.5866722237
1565	0.5866631214
1566	0.5866483238
1567	0.5866337641
1568	0.5866148759
1569	0.5865977665
1570	0.5865869108
1571	0.5865755935
1572	0.5865602438
1573	0.5865546363
1574	0.5865461862
1575	0.5865335412
1576	0.5865215663
1577	0.5865025315
1578	0.5864834525
1579	0.5864680201
1580	0.58645585
1581	0.5864449222
1582	0.5864379844
1583	0.5864291289
1584	0.5864176536
1585	0.5864048237
1586	0.5863915446
1587	0.5863746826
1588	0.5863608643
1589	0.5863514242
1590	0.586348007
1591	0.5863317141
1592	0.5863212243
1593	0.5863118737
1594	0.5862965978
1595	0.5862873075
1596	0.5862736206
1597	0.5862547179
1598	0.586248364
1599	0.5862343123
1600	0.5862187924
1601	0.586198115
1602	0.5861837443
1603	0.5861754161
1604	0.5861639849
1605	0.5861500426
1606	0.5861445236
1607	0.5861290279
1608	0.5861198769
1609	0.586110025
1610	0.5861035682
1611	0.5860907794
1612	0.5860814534
1613	0.5860639418
1614	0.5860600759
1615	0.5860508063
1616	0.5860396316
1617	0.5860171232
1618	0.5860018709
1619	0.5859859433
1620	0.5859730371
1621	0.5859607415
1622	0.585944965
1623	0.5859259913
1624	0.585912684
1625	0.5858998626
1626	0.5858908976
1627	0.5858720076
1628	0.5858573299
1629	0.5858448604
1630	0.5858308268
1631	0.5858186824
1632	0.5858034352
1633	0.5857934188
1634	0.5857873391
1635	0.5857793379
1636	0.5857571616
1637	0.5857414617
1638	0.5857222474
1639	0.5857158467
1640	0.5857142613
1641	0.5857068806
1642	0.5856989609
1643	0.5856787831
1644	0.5856657844
1645	0.585649407
1646	0.5856385591
1647	0.5856249054
1648	0.5856138437
1649	0.5856060305
1650	0.5855949968
1651	0.5855791306
1652	0.5855648653
1653	0.5855515254
1654	0.58554703
1655	0.5855367964
1656	0.5855269662
1657	0.5855112134
1658	0.5855006664
1659	0.5854889073
1660	0.5854728468
1661	0.5854614062
1662	0.5854505625
1663	0.5854446648
1664	0.5854269735
1665	0.5854172447
1666	0.5854088266
1667	0.5853946485
1668	0.5853826377
1669	0.5853677669
1670	0.5853552278
1671	0.585345629
1672	0.5853333767
1673	0.5853225756
1674	0.5853109909
1675	0.5852988012
1676	0.5852888242
1677	0.5852771367
1678	0.5852567254
1679	0.5852384972
1680	0.585226029
1681	0.5852147576
1682	0.5852035941
1683	0.5851896491
1684	0.5851788232
1685	0.5851715778
1686	0.5851589547
1687	0.5851529521
1688	0.5851425208
1689	0.5851273738
1690	0.5851158598
1691	0.5851085685
1692	0.5850938172
1693	0.5850841564
1694	0.5850715073
1695	0.5850589064
1696	0.5850460124
1697	0.5850274439
1698	0.585011801
1699	0.5849893497
1700	0.5849763796
1701	0.5849633058
1702	0.584948782
1703	0.5849279051
1704	0.5849200215
1705	0.5849108131
1706	0.5848981096
1707	0.5848830201
1708	0.5848764334
1709	0.5848610225
1710	0.5848426386
1711	0.5848295808
1712	0.5848219778
1713	0.584809223
1714	0.5847959359
1715	0.584781256
1716	0.5847719297
1717	0.5847596277
1718	0.5847460813
1719	0.5847364756
1720	0.5847190505
1721	0.5847099507
1722	0.5846967035
1723	0.5846796752
1724	0.5846677916
1725	0.5846568478
1726	0.5846485194
1727	0.5846402162
1728	0.584628892
1729	0.5846204823
1730	0.5846102896
1731	0.5845968519
1732	0.5845917449
1733	0.5845771497
1734	0.5845659218
1735	0.5845514546
1736	0.5845377048
1737	0.584521443
1738	0.5845110172
1739	0.5845000324
1740	0.5844812011
1741	0.5844688889
1742	0.5844542946
1743	0.5844392489
1744	0.5844284547
1745	0.584408595
1746	0.5843966388
1747	0.5843894309
1748	0.5843832155
1749	0.584377541
1750	0.584367616
1751	0.584350791
1752	0.5843330285
1753	0.5843210236
1754	0.5843089168
1755	0.5842901051
1756	0.584280489
1757	0.5842706663
1758	0.5842647199
1759	0.5842603798
1760	0.5842436385
1761	0.5842258342
1762	0.5842094641
1763	0.5841987377
1764	0.5841897097
1765	0.5841826791
1766	0.5841646659
1767	0.5841485992
1768	0.584141569
1769	0.5841323111
1770	0.5841206079
1771	0.5841126244
1772	0.5840960947
1773	0.5840857197
1774	0.5840797929
1775	0.5840721537
1776	0.5840574667
1777	0.5840433668
1778	0.5840248252
1779	0.5840153725
1780	0.5840066337
1781	0.5839971108
1782	0.5839843914
1783	0.5839720811
1784	0.5839633197
1785	0.5839514286
1786	0.5839401286
1787	0.5839326285
1788	0.5839174814
1789	0.5839032177
1790	0.5838901336
1791	0.5838786007
1792	0.5838710749
1793	0.5838614739
1794	0.5838496158
1795	0.5838357456
1796	0.5838250653
1797	0.5838116121
1798	0.5838067238
1799	0.5837872254
1800	0.5837762031
1801	0.5837571639
1802	0.5837476817
1803	0.5837309506
1804	0.5837208787
1805	0.583709044
1806	0.5836943628
1807	0.5836803168
1808	0.5836627973
1809	0.583646846
1810	0.5836391238
1811	0.5836239095
1812	0.5836117301
1813	0.5836036
1814	0.5835964081
1815	0.5835799758
1816	0.5835709507
1817	0.5835603433
1818	0.5835527693
1819	0.5835418559
1820	0.5835262662
1821	0.5835259379
1822	0.5835130234
1823	0.5835073122
1824	0.5834962024
1825	0.5834871618
1826	0.5834750658
1827	0.5834675511
1828	0.5834544775
1829	0.5834342674
1830	0.5834214943
1831	0.5834109827
1832	0.5834002838
1833	0.5833875607
1834	0.5833796364
1835	0.5833665709
1836	0.5833537955
1837	0.5833440438
1838	0.5833309804
1839	0.583317697
1840	0.5833080307
1841	0.5832898064
1842	0.5832748905
1843	0.5832686633
1844	0.5832483579
1845	0.5832366769
1846	0.5832266647
1847	0.5832203689
1848	0.5832046884
1849	0.5831953317
1850	0.5831843506
1851	0.5831653354
1852	0.5831455568
1853	0.5831340417
1854	0.583115643
1855	0.5831061754
1856	0.5830976133
1857	0.5830930113
1858	0.5830871366
1859	0.5830693713
1860	0.5830624461
1861	0.5830482306
1862	0.5830444154
1863	0.5830336489
1864	0.5830315111
1865	0.5830270328
1866	0.5830053987
1867	0.5829935098
1868	0.5829779345
1869	0.5829600193
1870	0.5829502119
1871	0.5829385415
1872	0.5829222496
1873	0.5829148559
1874	0.5829014827
1875	0.5828963881
1876	0.582880942
1877	0.5828701173
1878	0.5828547975
1879	0.5828409958
1880	0.5828295433
1881	0.5828136945
1882	0.5828080301
1883	0.5827969079
1884	0.582785973
1885	0.5827769284
1886	0.5827689653
1887	0.5827640585
1888	0.5827505511
1889	0.5827368844
1890	0.5827234838
1891	0.5827103941
1892	0.5827042367
1893	0.5826920732
1894	0.5826842384
1895	0.5826741972
1896	0.5826636951
1897	0.582655067
1898	0.5826416225
1899	0.5826229108
1900	0.5826111419
1901	0.5825925739
1902	0.5825792965
1903	0.5825686566
1904	0.5825637936
1905	0.5825537502
1906	0.5825448921
1907	0.5825401481
1908	0.5825303338
1909	0.5825205713
1910	0.5825059209
1911	0.582497546
1912	0.5824888117
1913	0.5824759149
1914	0.5824681325
1915	0.5824588952
1916	0.5824427644
1917	0.5824250852
1918	0.5824123767
1919	0.5824009072
1920	0.5823892358
1921	0.5823871595
1922	0.5823744722
1923	0.5823547226
1924	0.5823449975
1925	0.5823317049
1926	0.5823146103
1927	0.5823056992
1928	0.5822920296
1929	0.5822832104
1930	0.5822766352
1931	0.5822703681
1932	0.5822606658
1933	0.5822498496
1934	0.5822375758
1935	0.582227885
1936	0.5822095803
1937	0.5822003526
1938	0.5821898029
1939	0.5821794963
1940	0.5821684705
1941	0.582157052
1942	0.5821503698
1943	0.5821414871
1944	0.5821226236
1945	0.5821064233
1946	0.5820922541
1947	0.582080106
1948	0.5820727048
1949	0.5820604818
1950	0.5820440839
1951	0.5820251574
1952	0.5820214866
1953	0.5820099843
1954	0.5819914833
1955	0.5819861881
1956	0.5819788192
1957	0.5819618435
1958	0.5819490797
1959	0.5819342506
1960	0.5819219039
1961	0.5819135926
1962	0.5819040727
1963	0.5819006568
1964	0.5818966688
1965	0.581887065
1966	0.5818811128
1967	0.5818632398
1968	0.5818532725
1969	0.5818431188
1970	0.5818322961
1971	0.5818158141
1972	0.5818059476
1973	0.5817958498
1974	0.5817843581
1975	0.5817695312
1976	0.5817627879
1977	0.5817477606
1978	0.5817434266
1979	0.5817323463
1980	0.5817247224
1981	0.5817075889
1982	0.5816950601
1983	0.5816748903
1984	0.5816597608
1985	0.5816480353
1986	0.5816404044
1987	0.5816271699
1988	0.5816074807
1989	0.581597611
1990	0.5815950917
1991	0.5815829307
1992	0.5815709472
1993	0.5815599337
1994	0.5815518782
1995	0.5815471156
1996	0.5815318125
1997	0.5815163037
1998	0.5815047505
1999	0.5814932485
2000	0.5814914691
2001	0.5814824049
2002	0.5814667226
2003	0.5814506184
2004	0.5814359182
2005	0.5814268639
2006	0.5814184138
2007	0.5814031742
2008	0.5813940068
2009	0.5813790362
2010	0.5813626101
2011	0.581343983
2012	0.5813308127
2013	0.5813230217
2014	0.5813052484
2015	0.5812989647
2016	0.5812950627
2017	0.5812807802
2018	0.5812706857
2019	0.5812572203
2020	0.5812442215
2021	0.5812336128
2022	0.5812192101
2023	0.581208608
2024	0.5811903354
2025	0.5811815629
2026	0.5811747358
2027	0.5811594641
2028	0.5811505255
2029	0.5811361506
2030	0.5811200226
2031	0.5811056738
2032	0.5810966046
2033	0.5810838101
2034	0.5810670323
2035	0.581052052
2036	0.58104196
2037	0.5810300207
2038	0.5810192693
2039	0.5810047217
2040	0.5809945031
2041	0.5809865172
2042	0.5809756211
2043	0.5809611464
2044	0.5809474025
2045	0.5809384411
2046	0.5809316784
2047	0.5809159871
2048	0.5809016296
2049	0.5808935107
2050	0.5808877574
2051	0.5808715432
2052	0.5808586535
2053	0.5808482242
2054	0.5808419836
2055	0.5808356873
2056	0.5808223256
2057	0.580808854
2058	0.5808000412
2059	0.5807862621
2060	0.5807652474
2061	0.5807515668
2062	0.5807417326
2063	0.5807230596
2064	0.5807169535
2065	0.5807088909
2066	0.5806939107
2067	0.5806742446
2068	0.5806670964
2069	0.5806618564
2070	0.5806443956
2071	0.5806336988
2072	0.5806197003
2073	0.5806112045
2074	0.5805989626
2075	0.5805857986
2076	0.5805797318
2077	0.5805631613
2078	0.5805546899
2079	0.5805430397
2080	0.5805390802
2081	0.5805188205
2082	0.580508248
2083	0.5804929545
2084	0.5804806016
2085	0.580462558
2086	0.5804573104
2087	0.5804519551
2088	0.5804407331
2089	0.580432734
2090	0.5804181
2091	0.5804041185
2092	0.5803924057
2093	0.5803789898
2094	0.580372236
2095	0.5803559939
2096	0.5803495099
2097	0.5803303411
2098	0.5803225276
2099	0.5803168721
2100	0.5803075258
2101	0.5802909443
2102	0.5802811803
2103	0.5802695751
2104	0.5802603424
2105	0.5802537677
2106	0.5802374897
2107	0.5802235225
2108	0.5802161448
2109	0.5802074029
2110	0.5801981521
2111	0.5801839819
2112	0.580170387
2113	0.5801648919
2114	0.5801517441
2115	0.5801335066
2116	0.5801258628
2117	0.5801164969
2118	0.580106053
2119	0.5800945817
2120	0.5800881438
2121	0.5800828674
2122	0.5800724953
2123	0.5800609621
2124	0.580048065
2125	0.5800362916
2126	0.5800242875
2127	0.5800169257
2128	0.5800056829
2129	0.5799990964
2130	0.5799884718
2131	0.5799696171
2132	0.5799532339
2133	0.5799484438
2134	0.5799362869
2135	0.5799301125
2136	0.5799226769
2137	0.5799134218
2138	0.5799007646
2139	0.5798831022
2140	0.5798649875
2141	0.579856899
2142	0.5798372494
2143	0.5798310616
2144	0.5798149797
2145	0.5798023312
2146	0.5797986305
2147	0.5797846636
2148	0.579768412
2149	0.5797633582
2150	0.5797456611
2151	0.5797385508
2152	0.5797255896
2153	0.5797141439
2154	0.5797029564
2155	0.5796941285
2156	0.5796831644
2157	0.5796664042
2158	0.5796561153
2159	0.5796413659
2160	0.5796252441
2161	0.5796106972
2162	0.5796012302
