iter	Logloss
320	0.6054837531
321	0.605463021
322	0.6054463251
323	0.6054273838
324	0.6054009105
325	0.6053840037
326	0.6053610706
327	0.6053491104
328	0.6053229257
329	0.6053039711
330	0.6052872515
331	0.6052725609
332	0.6052545779
333	0.6052297906
334	0.6052054874
335	0.6051881474
336	0.6051670645
337	0.6051490564
338	0.6051219153
339	0.6050948765
340	0.6050717073
341	0.6050558659
342	0.6050403301
343	0.6050111494
344	0.6049893686
345	0.6049681328
346	0.6049481517
347	0.6049340869
348	0.6049226673
349	0.6048963947
350	0.6048708017
351	0.6048481141
352	0.6048280052
353	0.6048055912
354	0.6047790454
355	0.6047548446
356	0.6047412063
357	0.6047211966
358	0.6047034593
359	0.6046784613
360	0.6046620915
361	0.6046364504
362	0.6046176786
363	0.6045924185
364	0.6045766167
365	0.6045593688
366	0.6045429307
367	0.604529446
368	0.6045150429
369	0.604500358
370	0.6044778476
371	0.6044544991
372	0.6044383335
373	0.6044164476
374	0.6043992568
375	0.6043761686
376	0.6043640953
377	0.6043431587
378	0.6043226157
379	0.6042964993
380	0.6042706601
381	0.6042453872
382	0.6042290416
383	0.6042117955
384	0.604206924
385	0.6041818742
386	0.6041643151
387	0.604136826
388	0.6041162331
389	0.6040955149
390	0.6040724445
391	0.6040624521
392	0.6040398781
393	0.6040285907
394	0.6040118483
395	0.6039992198
396	0.6039906689
397	0.6039652677
398	0.6039564943
399	0.6039395023
400	0.6039175729
401	0.6038960308
402	0.6038776295
403	0.6038618138
404	0.603846321
405	0.6038241962
406	0.6038004698
407	0.6037823863
408	0.6037652861
409	0.6037400161
410	0.6037273938
411	0.6037063566
412	0.6036852162
413	0.6036605198
414	0.6036434495
415	0.6036271167
416	0.6036057817
417	0.6035799013
418	0.6035639509
419	0.6035473129
420	0.6035228182
421	0.6034972745
422	0.603480902
423	0.6034702932
424	0.6034541217
425	0.6034257037
426	0.603408289
427	0.6033876834
428	0.6033666586
429	0.6033481199
430	0.6033259497
431	0.6033059523
432	0.6032847414
433	0.603264489
434	0.6032467707
435	0.603237704
436	0.6032225345
437	0.6032049835
438	0.6031797218
439	0.6031682818
440	0.6031446914
441	0.6031311017
442	0.6031210753
443	0.6030976373
444	0.6030770588
445	0.6030574971
446	0.6030411824
447	0.6030239343
448	0.6030114441
449	0.6029950597
450	0.6029765925
451	0.6029655452
452	0.6029387296
453	0.6029191321
454	0.6029029038
455	0.6028867392
456	0.6028745365
457	0.6028583358
458	0.6028447421
459	0.6028245531
460	0.602808914
461	0.6028020552
462	0.6027794074
463	0.6027592953
464	0.6027417577
465	0.6027270561
466	0.6027110143
467	0.6026887253
468	0.6026710478
469	0.60265318
470	0.602627935
471	0.6026142851
472	0.6025977335
473	0.6025796413
474	0.6025616057
475	0.6025510138
476	0.6025241286
477	0.6025125541
478	0.6024981691
479	0.6024857415
480	0.6024686325
481	0.6024408164
482	0.60243066
483	0.6024130641
484	0.6023990024
485	0.6023939938
486	0.602369668
487	0.6023489301
488	0.6023284281
489	0.6023133195
490	0.6022905229
491	0.6022687341
492	0.6022609975
493	0.6022514559
494	0.6022297581
495	0.6022065578
496	0.6021966754
497	0.6021851114
498	0.6021719566
499	0.6021603905
500	0.602140022
501	0.6021124768
502	0.602089812
503	0.6020680046
504	0.6020501125
505	0.6020313626
506	0.6020146805
507	0.6019929568
508	0.6019754399
509	0.6019506717
510	0.6019360548
511	0.6019190843
512	0.6018934688
513	0.6018711221
514	0.6018555101
515	0.6018422524
516	0.6018181619
517	0.6018069518
518	0.6017869235
519	0.6017587394
520	0.6017401809
521	0.6017212626
522	0.6016995438
523	0.6016754469
524	0.6016547072
525	0.601641277
526	0.6016226124
527	0.6016118528
528	0.6015916006
529	0.6015753433
530	0.6015561726
531	0.6015400169
532	0.6015221053
533	0.6015021059
534	0.6014932627
535	0.6014657568
536	0.6014475252
537	0.6014244771
538	0.6014027935
539	0.6013795149
540	0.6013636266
541	0.6013440855
542	0.601322567
543	0.601303295
544	0.6012946616
545	0.601269566
546	0.6012544088
547	0.6012351836
548	0.6012204957
549	0.6012018653
550	0.6011880963
551	0.6011738931
552	0.6011517153
553	0.6011368024
554	0.601121553
555	0.6011101814
556	0.6010898919
557	0.6010792849
558	0.601055889
559	0.6010398335
560	0.6010265119
561	0.6010132136
562	0.6009967386
563	0.6009801524
564	0.6009640768
565	0.6009513549
566	0.6009383078
567	0.600923039
568	0.6009179427
569	0.6009017054
570	0.6008781988
571	0.6008556196
572	0.6008365869
573	0.6008191761
574	0.6008112264
575	0.6007909602
576	0.6007644281
577	0.6007473167
578	0.6007316037
579	0.6007202071
580	0.6006975319
581	0.6006743059
582	0.6006633549
583	0.6006436658
584	0.6006292856
585	0.6006089273
586	0.6005896567
587	0.6005854511
588	0.6005747158
589	0.6005549967
590	0.6005385182
591	0.6005227638
592	0.600502735
593	0.6004787014
594	0.6004627629
595	0.6004431023
596	0.6004291138
597	0.6004230725
598	0.6004061762
599	0.6003941638
600	0.6003790465
601	0.600359159
602	0.6003351886
603	0.6003312782
604	0.6003017391
605	0.6002833938
606	0.6002635602
607	0.600252249
608	0.6002304689
609	0.6002146263
610	0.6001983184
611	0.6001769326
612	0.6001632708
613	0.6001522027
614	0.600127879
615	0.6001113394
616	0.6000932217
617	0.6000785779
618	0.6000735564
619	0.6000575913
620	0.6000423094
621	0.6000314954
622	0.6000126049
623	0.5999931532
624	0.5999795437
625	0.5999573236
626	0.5999378178
627	0.5999178311
628	0.5998981179
629	0.599879728
630	0.5998558783
631	0.5998430043
632	0.5998212362
633	0.5998146089
634	0.5998014276
635	0.5997789585
636	0.599757329
637	0.5997350704
638	0.5997220271
639	0.5997044883
640	0.5996860696
641	0.5996719153
642	0.5996513533
643	0.5996362852
644	0.5996196932
645	0.5995974936
646	0.5995784623
647	0.5995643228
648	0.5995411847
649	0.5995286625
650	0.5995182522
651	0.5995086229
652	0.5994921142
653	0.5994682889
654	0.5994533272
655	0.599432224
656	0.5994204594
657	0.599407932
658	0.5994038942
659	0.5993812271
660	0.5993645333
661	0.5993476154
662	0.5993297031
663	0.5993067692
664	0.5992908525
665	0.5992696442
666	0.5992518895
667	0.5992303623
668	0.5992261857
669	0.5992187558
670	0.5991965981
671	0.5991779822
672	0.5991625636
673	0.5991428858
674	0.5991206431
675	0.5991034285
676	0.5990810289
677	0.5990701778
678	0.5990479205
679	0.5990356322
680	0.599016683
681	0.5989886624
682	0.5989804738
683	0.598961409
684	0.5989461609
685	0.5989286085
686	0.5989172
687	0.5988996343
688	0.5988765273
689	0.5988509688
690	0.5988364502
691	0.5988207068
692	0.59880596
693	0.5987853897
694	0.5987628151
695	0.598749548
696	0.5987337058
697	0.5987163533
698	0.5987037397
699	0.5986838036
700	0.5986683268
701	0.5986526158
702	0.5986315152
703	0.5986231366
704	0.5986010502
705	0.5985874914
706	0.5985739319
707	0.598567124
708	0.5985531098
709	0.5985389417
710	0.5985254032
711	0.5985130425
712	0.5985009848
713	0.5984865446
714	0.5984700168
715	0.5984579951
716	0.5984412912
717	0.5984204709
718	0.5984062667
719	0.5983814833
720	0.5983696275
721	0.5983643547
722	0.598344304
723	0.5983361287
724	0.598328172
725	0.5983210736
726	0.598302482
727	0.5982806933
728	0.5982666725
729	0.5982540429
730	0.5982335818
731	0.5982240596
732	0.5982127424
733	0.5981924075
734	0.598177285
735	0.5981662745
736	0.598153551
737	0.5981370303
738	0.598127641
739	0.5981186334
740	0.5980972487
741	0.5980783838
742	0.598057102
743	0.5980360305
744	0.598015942
745	0.5980007734
746	0.5979764333
747	0.5979643959
748	0.5979514014
749	0.5979438476
750	0.5979239096
751	0.5978982346
752	0.5978809073
753	0.5978685815
754	0.5978469995
755	0.5978275687
756	0.5978128673
757	0.5977858094
758	0.597774732
759	0.5977598225
760	0.5977484016
761	0.5977337927
762	0.5977116417
763	0.597696083
764	0.5976841899
765	0.5976782854
766	0.5976587357
767	0.5976384412
768	0.5976200742
769	0.5976051
770	0.5975920072
771	0.5975746146
772	0.5975600902
773	0.5975503614
774	0.5975310129
775	0.5975162887
776	0.5975026565
777	0.5974836499
778	0.5974684148
779	0.5974513598
780	0.5974297684
781	0.5974186054
782	0.5974107583
783	0.5973950234
784	0.5973801924
785	0.5973602898
786	0.5973396229
787	0.597315565
788	0.5972994503
789	0.5972824756
790	0.5972597166
791	0.5972370158
792	0.5972235972
793	0.5972109925
794	0.5971874116
795	0.5971661062
796	0.5971569458
797	0.5971506047
798	0.5971323678
799	0.59711204
800	0.5971042483
801	0.5970829908
802	0.5970720499
803	0.5970563165
804	0.5970479363
805	0.5970333219
806	0.597024334
807	0.597020003
808	0.5970030958
809	0.5969808257
810	0.5969676525
811	0.5969499896
812	0.596940331
813	0.5969275907
814	0.5969065778
815	0.5968976259
816	0.5968856675
817	0.5968773992
818	0.5968626145
819	0.5968427934
820	0.5968319802
821	0.5968140736
822	0.5968028388
823	0.596782769
824	0.5967679189
825	0.5967498452
826	0.5967383559
827	0.5967191219
828	0.5967051593
829	0.59669453
830	0.5966804391
831	0.5966644734
832	0.5966486282
833	0.5966368922
834	0.5966171067
835	0.5965969089
836	0.5965749122
837	0.596557849
838	0.5965484701
839	0.5965333618
840	0.5965191269
841	0.5964978092
842	0.5964822388
843	0.5964636259
844	0.5964535404
845	0.5964342408
846	0.5964209793
847	0.5964038922
848	0.5963789765
849	0.5963586381
850	0.5963444206
851	0.5963323033
852	0.5963258923
853	0.5963158537
854	0.5963043057
855	0.5962845004
856	0.5962688715
857	0.5962460107
858	0.5962296565
859	0.5962077853
860	0.5961983115
861	0.5961867957
862	0.5961820169
863	0.5961624789
864	0.5961468289
865	0.5961321463
866	0.5961121583
867	0.5960927869
868	0.5960873183
869	0.5960728376
870	0.5960647145
871	0.5960424169
872	0.5960230453
873	0.5960010931
874	0.5959865835
875	0.5959673529
876	0.5959523994
877	0.5959327733
878	0.5959193476
879	0.5959095365
880	0.5958885537
881	0.5958695419
882	0.5958580537
883	0.5958453671
884	0.5958326815
885	0.5958178776
886	0.5958017214
887	0.5957808998
888	0.5957712788
889	0.5957600168
890	0.5957373967
891	0.5957172132
892	0.5957029633
893	0.5956864113
894	0.5956686563
895	0.5956571871
896	0.5956408915
897	0.5956259929
898	0.5956131321
899	0.5956028327
900	0.5955947042
901	0.5955734761
902	0.5955646378
903	0.5955496378
904	0.5955390596
905	0.595528335
906	0.5955152451
907	0.5954975614
908	0.5954866495
909	0.5954684155
910	0.5954531234
911	0.5954387795
912	0.5954215107
913	0.5954087734
914	0.5953932047
915	0.5953797331
916	0.5953628725
917	0.5953551395
918	0.5953324569
919	0.5953203179
920	0.595311457
921	0.5952889084
922	0.5952808144
923	0.5952629025
924	0.5952430121
925	0.5952290298
926	0.5952232975
927	0.5952026379
928	0.5951841047
929	0.5951642948
930	0.595144621
931	0.5951315239
932	0.5951176236
933	0.5950979067
934	0.5950851898
935	0.5950706864
936	0.5950561877
937	0.595043798
938	0.5950294294
939	0.59501
940	0.5949924699
941	0.5949739991
942	0.5949613703
943	0.5949480246
944	0.5949340275
945	0.5949207147
946	0.5949067348
947	0.5948856328
948	0.5948685263
949	0.5948555969
950	0.5948425631
951	0.5948289073
952	0.5948209099
953	0.5948066516
954	0.5947955518
955	0.5947761266
956	0.5947594836
957	0.5947407744
958	0.5947203828
959	0.5947085433
960	0.5946909653
961	0.5946722756
962	0.5946580396
963	0.5946450032
964	0.5946360736
965	0.5946172721
966	0.5946072402
967	0.5945933741
968	0.5945810722
969	0.5945723285
970	0.5945655228
971	0.5945544366
972	0.5945361357
973	0.594526398
974	0.5945170896
975	0.5945021591
976	0.5944853326
977	0.5944801613
978	0.5944572101
979	0.5944459332
980	0.5944327741
981	0.594404483
982	0.5943943105
983	0.5943738957
984	0.5943612401
985	0.5943539923
986	0.594340218
987	0.5943334288
988	0.5943212876
989	0.5943118483
990	0.5942998267
991	0.5942878327
992	0.5942710116
993	0.5942489115
994	0.5942361362
995	0.5942240126
996	0.5942033612
997	0.5941768
998	0.5941621382
999	0.5941453941
1000	0.5941353943
1001	0.5941189535
1002	0.5941083275
1003	0.5940917514
1004	0.594079435
1005	0.5940665508
1006	0.5940519334
1007	0.5940452788
1008	0.5940313019
1009	0.5940243173
1010	0.5940130119
1011	0.5939919777
1012	0.5939725716
1013	0.5939592592
1014	0.5939451298
1015	0.5939262007
1016	0.5939124324
1017	0.5938919204
1018	0.5938853587
1019	0.5938748997
1020	0.5938604891
1021	0.593842197
1022	0.5938253859
1023	0.5938110592
1024	0.5937953198
1025	0.5937831098
1026	0.5937709312
1027	0.5937529221
1028	0.5937341218
1029	0.5937244095
1030	0.5937052914
1031	0.5936895922
1032	0.5936696485
1033	0.5936506094
1034	0.5936375396
1035	0.5936358943
1036	0.5936172889
1037	0.5936038095
1038	0.5935945937
1039	0.5935835595
1040	0.5935641824
1041	0.5935513409
1042	0.5935376487
1043	0.5935257623
1044	0.5935138412
1045	0.5935055983
1046	0.5934896695
1047	0.5934743512
1048	0.5934617684
1049	0.5934415521
1050	0.593419154
1051	0.5934042107
1052	0.5933924402
1053	0.5933724206
1054	0.5933503187
1055	0.5933421519
1056	0.5933284407
1057	0.593318782
1058	0.5933128835
1059	0.5932962579
1060	0.5932713203
1061	0.5932551538
1062	0.5932440276
1063	0.5932238897
1064	0.5932138193
1065	0.593204615
1066	0.5931879577
1067	0.5931739355
1068	0.5931567964
1069	0.5931421884
1070	0.5931286254
1071	0.5931118095
1072	0.5930972493
1073	0.5930794421
1074	0.593067799
1075	0.5930509168
1076	0.5930349352
1077	0.5930209868
1078	0.5930121611
1079	0.5929930371
1080	0.5929769709
1081	0.5929618109
1082	0.5929393985
1083	0.5929183301
1084	0.5929030165
1085	0.5928923169
1086	0.5928814881
1087	0.5928705728
1088	0.5928597461
1089	0.5928441101
1090	0.5928267562
1091	0.5928113438
1092	0.5928007201
1093	0.5927809995
1094	0.5927609908
1095	0.5927420468
1096	0.5927203579
1097	0.5927089259
1098	0.5926934299
1099	0.5926737434
1100	0.5926634767
1101	0.5926541681
1102	0.5926356088
1103	0.5926113681
1104	0.5925963926
1105	0.5925798335
1106	0.5925705913
1107	0.592556697
1108	0.5925463481
1109	0.5925325481
1110	0.5925184213
1111	0.5925055444
1112	0.592481837
1113	0.5924748306
1114	0.5924570526
1115	0.5924339316
1116	0.5924210844
1117	0.5924115327
1118	0.5923922157
1119	0.5923833208
1120	0.5923785125
1121	0.5923698773
1122	0.592362942
1123	0.5923422423
1124	0.592333692
1125	0.5923177816
1126	0.5922985122
1127	0.5922825529
1128	0.5922716251
1129	0.5922635759
1130	0.5922514945
1131	0.592242991
1132	0.5922295125
1133	0.5922094164
1134	0.5921830753
1135	0.5921612301
1136	0.5921526962
1137	0.5921319429
1138	0.5921168923
1139	0.5921094849
1140	0.5920961377
1141	0.5920851721
1142	0.5920612988
1143	0.5920495018
1144	0.5920341471
1145	0.5920198299
1146	0.5919997873
1147	0.5919881799
1148	0.5919758222
1149	0.5919561477
1150	0.5919516438
1151	0.5919364975
1152	0.5919251554
1153	0.5919213332
1154	0.5918999397
1155	0.5918869219
1156	0.5918711618
1157	0.5918512773
1158	0.5918418039
1159	0.5918313906
1160	0.5918150558
1161	0.5918040232
1162	0.5917902943
1163	0.591773216
1164	0.5917527987
1165	0.5917470688
1166	0.5917349297
1167	0.5917172664
1168	0.5917115383
1169	0.5916926741
1170	0.5916767735
1171	0.5916620995
1172	0.5916496908
1173	0.5916371998
1174	0.5916233169
1175	0.5916118489
1176	0.5915918044
1177	0.5915795797
1178	0.5915744544
1179	0.5915654453
1180	0.5915465129
1181	0.5915310699
1182	0.5915168932
1183	0.5915015909
1184	0.5914829224
1185	0.5914608175
1186	0.5914432014
1187	0.5914320059
1188	0.5914095006
1189	0.5914001595
1190	0.5913827475
1191	0.5913712717
1192	0.5913638938
1193	0.5913459758
1194	0.5913252608
1195	0.591316172
1196	0.5912971784
1197	0.5912860851
1198	0.5912803341
1199	0.5912606962
1200	0.5912457895
1201	0.5912320646
1202	0.5912101244
1203	0.591191923
1204	0.5911768432
1205	0.5911625098
1206	0.5911447681
1207	0.5911311735
1208	0.591128156
1209	0.5911110812
1210	0.5910936079
1211	0.5910719179
1212	0.5910608872
1213	0.5910472485
1214	0.5910265622
1215	0.5910180707
1216	0.5910025206
1217	0.5909951324
1218	0.5909868059
1219	0.5909700098
1220	0.5909592304
1221	0.5909502966
1222	0.5909401165
1223	0.5909337322
1224	0.5909126667
1225	0.590901635
1226	0.5908847085
1227	0.5908658902
1228	0.5908536408
1229	0.5908445472
1230	0.5908274587
1231	0.5908136422
1232	0.5908050525
1233	0.5907874153
1234	0.5907730978
1235	0.5907589549
1236	0.5907429381
1237	0.5907247947
1238	0.5907076115
1239	0.5906975114
1240	0.590689114
1241	0.590674283
1242	0.5906565187
1243	0.5906375759
1244	0.5906233805
1245	0.5906089306
1246	0.5905978535
1247	0.5905840007
1248	0.5905791505
1249	0.5905641928
1250	0.5905458434
1251	0.5905313613
1252	0.5905173661
1253	0.5905088944
1254	0.590489045
1255	0.5904773638
1256	0.5904662047
1257	0.5904532146
1258	0.5904412063
1259	0.590434513
1260	0.59042866
1261	0.5904207877
1262	0.5904092444
1263	0.5903900235
1264	0.590377354
1265	0.5903631871
1266	0.5903439354
1267	0.5903276922
1268	0.5903158755
1269	0.590301408
1270	0.5902956001
1271	0.5902783723
1272	0.5902597949
1273	0.5902393204
1274	0.5902301675
1275	0.5902104774
1276	0.5901991363
1277	0.5901872201
1278	0.59016844
1279	0.5901548677
1280	0.5901412891
1281	0.5901207363
1282	0.590113726
1283	0.5901063446
1284	0.5900947733
1285	0.5900818477
1286	0.5900700901
1287	0.5900504676
1288	0.5900414637
1289	0.5900343028
1290	0.5900259486
1291	0.5900160388
1292	0.5900087126
1293	0.5899967126
1294	0.5899779164
1295	0.5899690067
1296	0.5899585124
1297	0.5899481841
1298	0.5899388543
1299	0.5899289342
1300	0.5899172915
1301	0.5899077229
1302	0.5899046527
1303	0.5898977454
1304	0.5898873634
1305	0.5898774134
1306	0.5898590902
1307	0.5898463208
1308	0.5898344562
1309	0.5898188146
1310	0.5898067229
1311	0.5897932122
1312	0.589779842
1313	0.5897683759
1314	0.5897523665
1315	0.5897316596
1316	0.5897158682
1317	0.5897026858
1318	0.5896873272
1319	0.5896865701
1320	0.5896750845
1321	0.589672196
1322	0.5896615898
1323	0.5896454981
1324	0.5896310255
1325	0.5896197785
1326	0.5896083077
1327	0.5895939538
1328	0.5895777273
1329	0.5895594133
1330	0.5895431736
1331	0.5895347223
1332	0.5895196124
1333	0.5894997516
1334	0.5894885535
1335	0.5894707419
1336	0.5894639306
1337	0.5894550733
1338	0.5894478772
1339	0.5894356781
1340	0.5894178988
1341	0.5894028093
1342	0.5893901891
1343	0.5893752926
1344	0.5893634122
1345	0.5893498396
1346	0.5893385568
1347	0.5893300818
1348	0.5893196275
1349	0.5893109921
1350	0.5892979313
1351	0.5892833162
1352	0.5892758167
1353	0.589265446
1354	0.5892493002
1355	0.5892424014
1356	0.5892261473
1357	0.5892115616
1358	0.589200415
1359	0.5891902954
1360	0.5891846404
1361	0.5891714506
1362	0.5891614949
1363	0.5891474247
1364	0.5891339626
1365	0.5891200651
1366	0.5891017664
1367	0.5890895931
1368	0.5890704221
1369	0.5890541721
1370	0.5890419935
1371	0.5890346876
1372	0.5890268639
1373	0.5890215984
1374	0.5890141199
1375	0.5890037103
1376	0.588989506
1377	0.5889822187
1378	0.5889633257
1379	0.5889527941
1380	0.5889377852
1381	0.5889310796
1382	0.5889162339
1383	0.5889050238
1384	0.5888929598
1385	0.588874709
1386	0.5888622304
1387	0.5888467388
1388	0.588835305
1389	0.5888200782
1390	0.5888052796
1391	0.5887991577
1392	0.5887803363
1393	0.588770492
1394	0.5887646548
1395	0.5887545654
1396	0.5887387569
1397	0.5887239646
1398	0.5887141406
1399	0.5887076966
1400	0.5886962424
1401	0.5886803895
1402	0.5886707609
1403	0.5886617446
1404	0.5886508309
1405	0.5886365056
1406	0.5886273231
1407	0.5886141737
1408	0.5885970591
1409	0.5885755976
1410	0.5885710695
1411	0.5885673487
1412	0.5885619116
1413	0.5885517127
1414	0.5885329091
1415	0.588522039
1416	0.5885098648
1417	0.5884932343
1418	0.5884810539
1419	0.5884604613
1420	0.5884453254
1421	0.5884293608
1422	0.5884110917
1423	0.5884028456
1424	0.5883885792
1425	0.5883807875
1426	0.5883684561
1427	0.5883605866
1428	0.5883528577
1429	0.5883442298
1430	0.5883374481
1431	0.5883291042
1432	0.5883173352
1433	0.5883099097
1434	0.5883075802
1435	0.5883010393
1436	0.588285085
1437	0.5882792116
1438	0.5882711065
1439	0.5882605671
1440	0.5882519942
1441	0.5882353373
1442	0.588218209
1443	0.5881997568
1444	0.5881838926
1445	0.5881745845
1446	0.5881537223
1447	0.5881391035
1448	0.5881256358
1449	0.5881146743
1450	0.5881003282
1451	0.5880872562
1452	0.5880677892
1453	0.5880619978
1454	0.5880522677
1455	0.5880343103
1456	0.5880236666
1457	0.588007806
1458	0.5879929715
1459	0.587985364
1460	0.5879720237
1461	0.5879640988
1462	0.5879492367
1463	0.5879367188
1464	0.587924482
1465	0.5879073369
1466	0.5878928922
1467	0.5878849835
1468	0.5878745979
1469	0.5878655665
1470	0.5878509869
1471	0.5878338325
1472	0.5878195672
1473	0.5878096669
1474	0.58779733
1475	0.5877855763
1476	0.5877746257
1477	0.5877630772
1478	0.5877532423
1479	0.5877431301
1480	0.5877308373
1481	0.587719393
1482	0.5877039016
1483	0.587694319
1484	0.5876760309
1485	0.587674331
1486	0.587661843
1487	0.5876444943
1488	0.5876308221
1489	0.5876226759
1490	0.5876112378
1491	0.5876019315
1492	0.5875914925
1493	0.5875821722
1494	0.5875723554
1495	0.5875650378
1496	0.5875569348
1497	0.5875397646
1498	0.5875316239
1499	0.5875201293
1500	0.5874965011
1501	0.5874796617
1502	0.5874621116
1503	0.5874462357
1504	0.5874406191
1505	0.5874235952
1506	0.5874115179
1507	0.5873979043
1508	0.5873902473
1509	0.5873806161
1510	0.5873635011
1511	0.587344025
